image_a,dataset_a,image_b,dataset_b,hamming_distance,is_exact_match,is_cross_dataset
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000053.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000176.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000079.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003622.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000081.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000093.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000085.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000550.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000086.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000519.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000086.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000551.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000094.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000652.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000096.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000098.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000096.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000158.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000117.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000413.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000121.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000415.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000123.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003510.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000139.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000262.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000141.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003517.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000143.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000447.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000145.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000639.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000148.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000459.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000169.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000344.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000172.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003612.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000175.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000343.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000175.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003546.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000193.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000206.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000199.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000358.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000224.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000390.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000232.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000688.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000251.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000369.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000256.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000598.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000264.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000596.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000275.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000276.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000275.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000309.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000276.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000309.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000280.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003679.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000300.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000696.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000307.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000625.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000318.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003578.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000327.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003679.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000342.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003485.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000343.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000497.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000346.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003453.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000350.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000427.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000357.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000514.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000358.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000666.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000363.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000688.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000367.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000680.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000367.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003458.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000370.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003650.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000372.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000467.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000372.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003602.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000380.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000599.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000384.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000677.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000410.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000700.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000410.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003463.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000435.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003470.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000436.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003595.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000440.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003686.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000467.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003602.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000519.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000551.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000523.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000543.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000548.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000687.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000577.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000725.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000582.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000722.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000592.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003683.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000659.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003549.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000683.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003454.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000685.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003505.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000722.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003644.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001148.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002172.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001175.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001241.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001213.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003915.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001241.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002201.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001287.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001289.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001294.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004011.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001369.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001484.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001380.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003945.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001430.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001556.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001461.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003937.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001484.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001516.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001516.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001668.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001556.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001581.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001649.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001827.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001649.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003832.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001715.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003886.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001715.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003931.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001827.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003832.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001863.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001892.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002129.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002136.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002148.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002152.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002156.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003919.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002408.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002409.png,train,2,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002761.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002765.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002779.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004404.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002782.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002841.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002786.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004363.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002787.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002876.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002791.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002850.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002791.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004374.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002827.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004351.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002850.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004374.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002885.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004395.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002915.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002981.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002920.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002950.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002922.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002990.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002924.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003016.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002925.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004415.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002926.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004412.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002930.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003032.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002939.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004411.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003033.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003035.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003045.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003119.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003046.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003200.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003264.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004510.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003268.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003311.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003272.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004553.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003288.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003290.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003334.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003343.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003339.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003340.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003358.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004543.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003360.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003361.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003366.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003367.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003386.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004556.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003451.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003498.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003471.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003595.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003508.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003572.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004011.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004219.png,train,4,False,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004382.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004383.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004407.png,train,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004421.png,train,0,True,False
D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000075.png,val,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000180.png,val,4,False,False
D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000097.png,val,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000099.png,val,4,False,False
D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000099.png,val,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000506.png,val,4,False,False
D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000124.png,val,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000244.png,val,4,False,False
D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000124.png,val,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000573.png,val,4,False,False
D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000173.png,val,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_003613.png,val,4,False,False
