group_id,image,dataset,group_size,datasets_in_group,is_cross_dataset,action
37,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000688.png,train,3,train,False,remove
38,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000251.png,train,2,train,False,keep
38,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000369.png,train,2,train,False,remove
39,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000256.png,train,2,train,False,keep
39,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000598.png,train,2,train,False,remove
40,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000264.png,train,2,train,False,keep
40,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000596.png,train,2,train,False,remove
41,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000275.png,train,3,train,False,keep
41,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000276.png,train,3,train,False,remove
41,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000309.png,train,3,train,False,remove
42,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000280.png,train,3,train,False,keep
42,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000327.png,train,3,train,False,remove
42,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003679.png,train,3,train,False,remove
43,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000300.png,train,2,train,False,keep
43,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000696.png,train,2,train,False,remove
44,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000307.png,train,2,train,False,keep
44,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000625.png,train,2,train,False,remove
45,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000318.png,train,2,train,False,keep
45,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003578.png,train,2,train,False,remove
46,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000342.png,train,2,train,False,keep
46,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003485.png,train,2,train,False,remove
47,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000346.png,train,2,train,False,keep
47,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003453.png,train,2,train,False,remove
48,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000350.png,train,2,train,False,keep
48,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000427.png,train,2,train,False,remove
49,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000357.png,train,2,train,False,keep
49,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000514.png,train,2,train,False,remove
50,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000367.png,train,3,train,False,keep
50,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000680.png,train,3,train,False,remove
50,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003458.png,train,3,train,False,remove
51,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000370.png,train,2,train,False,keep
51,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003650.png,train,2,train,False,remove
52,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000372.png,train,3,train,False,keep
52,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000467.png,train,3,train,False,remove
52,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003602.png,train,3,train,False,remove
53,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000380.png,train,2,train,False,keep
53,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000599.png,train,2,train,False,remove
54,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000384.png,train,2,train,False,keep
54,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000677.png,train,2,train,False,remove
55,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000410.png,train,3,train,False,keep
55,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000700.png,train,3,train,False,remove
55,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003463.png,train,3,train,False,remove
56,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000435.png,train,2,train,False,keep
56,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003470.png,train,2,train,False,remove
57,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000436.png,train,3,train,False,keep
57,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003471.png,train,3,train,False,remove
57,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003595.png,train,3,train,False,remove
58,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000440.png,train,2,train,False,keep
58,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003686.png,train,2,train,False,remove
59,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000523.png,train,2,train,False,keep
59,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000543.png,train,2,train,False,remove
60,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000548.png,train,2,train,False,keep
60,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000687.png,train,2,train,False,remove
61,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000577.png,train,2,train,False,keep
61,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000725.png,train,2,train,False,remove
62,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000582.png,train,3,train,False,keep
62,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000722.png,train,3,train,False,remove
62,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003644.png,train,3,train,False,remove
63,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000592.png,train,2,train,False,keep
63,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003683.png,train,2,train,False,remove
64,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000659.png,train,2,train,False,keep
64,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003549.png,train,2,train,False,remove
65,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000683.png,train,2,train,False,keep
65,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003454.png,train,2,train,False,remove
66,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_000685.png,train,2,train,False,keep
66,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003505.png,train,2,train,False,remove
67,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001148.png,train,2,train,False,keep
67,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002172.png,train,2,train,False,remove
68,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001175.png,train,3,train,False,keep
68,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001241.png,train,3,train,False,remove
68,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002201.png,train,3,train,False,remove
69,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001213.png,train,2,train,False,keep
69,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003915.png,train,2,train,False,remove
70,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001287.png,train,2,train,False,keep
70,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001289.png,train,2,train,False,remove
71,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001294.png,train,3,train,False,keep
71,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004011.png,train,3,train,False,remove
71,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004219.png,train,3,train,False,remove
72,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001369.png,train,4,train,False,keep
72,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001484.png,train,4,train,False,remove
72,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001516.png,train,4,train,False,remove
72,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001668.png,train,4,train,False,remove
73,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001380.png,train,2,train,False,keep
73,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003945.png,train,2,train,False,remove
74,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001430.png,train,3,train,False,keep
74,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001556.png,train,3,train,False,remove
74,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001581.png,train,3,train,False,remove
75,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001461.png,train,2,train,False,keep
75,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003937.png,train,2,train,False,remove
76,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001649.png,train,3,train,False,keep
76,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001827.png,train,3,train,False,remove
76,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003832.png,train,3,train,False,remove
77,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001715.png,train,3,train,False,keep
77,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003886.png,train,3,train,False,remove
77,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003931.png,train,3,train,False,remove
78,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001863.png,train,2,train,False,keep
78,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_001892.png,train,2,train,False,remove
79,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002129.png,train,2,train,False,keep
79,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002136.png,train,2,train,False,remove
80,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002148.png,train,2,train,False,keep
80,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002152.png,train,2,train,False,remove
81,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002156.png,train,2,train,False,keep
81,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003919.png,train,2,train,False,remove
82,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002408.png,train,2,train,False,keep
82,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002409.png,train,2,train,False,remove
83,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002761.png,train,2,train,False,keep
83,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002765.png,train,2,train,False,remove
84,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002779.png,train,2,train,False,keep
84,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004404.png,train,2,train,False,remove
85,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002782.png,train,2,train,False,keep
85,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002841.png,train,2,train,False,remove
86,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002786.png,train,2,train,False,keep
86,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004363.png,train,2,train,False,remove
87,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002787.png,train,2,train,False,keep
87,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002876.png,train,2,train,False,remove
88,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002791.png,train,3,train,False,keep
88,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002850.png,train,3,train,False,remove
88,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004374.png,train,3,train,False,remove
89,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002827.png,train,2,train,False,keep
89,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004351.png,train,2,train,False,remove
90,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002885.png,train,2,train,False,keep
90,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004395.png,train,2,train,False,remove
91,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002915.png,train,2,train,False,keep
91,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002981.png,train,2,train,False,remove
92,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002920.png,train,2,train,False,keep
92,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002950.png,train,2,train,False,remove
93,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002922.png,train,2,train,False,keep
93,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002990.png,train,2,train,False,remove
94,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002924.png,train,2,train,False,keep
94,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003016.png,train,2,train,False,remove
95,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002925.png,train,2,train,False,keep
95,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004415.png,train,2,train,False,remove
96,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002926.png,train,2,train,False,keep
96,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004412.png,train,2,train,False,remove
97,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002930.png,train,2,train,False,keep
97,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003032.png,train,2,train,False,remove
98,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_002939.png,train,2,train,False,keep
98,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004411.png,train,2,train,False,remove
99,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003033.png,train,2,train,False,keep
99,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003035.png,train,2,train,False,remove
100,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003045.png,train,2,train,False,keep
100,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003119.png,train,2,train,False,remove
101,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003046.png,train,2,train,False,keep
101,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003200.png,train,2,train,False,remove
102,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003264.png,train,2,train,False,keep
102,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004510.png,train,2,train,False,remove
103,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003268.png,train,2,train,False,keep
103,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003311.png,train,2,train,False,remove
104,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003272.png,train,2,train,False,keep
104,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004553.png,train,2,train,False,remove
105,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003288.png,train,2,train,False,keep
105,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003290.png,train,2,train,False,remove
106,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003334.png,train,2,train,False,keep
106,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003343.png,train,2,train,False,remove
107,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003339.png,train,2,train,False,keep
107,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003340.png,train,2,train,False,remove
108,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003358.png,train,2,train,False,keep
108,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004543.png,train,2,train,False,remove
109,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003360.png,train,2,train,False,keep
109,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003361.png,train,2,train,False,remove
110,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003366.png,train,2,train,False,keep
110,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003367.png,train,2,train,False,remove
111,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003386.png,train,2,train,False,keep
111,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004556.png,train,2,train,False,remove
112,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003451.png,train,2,train,False,keep
112,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003498.png,train,2,train,False,remove
113,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003508.png,train,2,train,False,keep
113,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_003572.png,train,2,train,False,remove
114,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004382.png,train,2,train,False,keep
114,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004383.png,train,2,train,False,remove
115,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004407.png,train,2,train,False,keep
115,D:\DATN\datasets\processed\yolo\images\train\hf_vn_plates_segment_004421.png,train,2,train,False,remove
116,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000075.png,val,2,val,False,keep
116,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000180.png,val,2,val,False,remove
117,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000097.png,val,3,val,False,keep
117,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000099.png,val,3,val,False,remove
117,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000506.png,val,3,val,False,remove
118,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000124.png,val,3,val,False,keep
118,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000244.png,val,3,val,False,remove
118,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000573.png,val,3,val,False,remove
119,D:\DATN\datasets\processed\yolo\images\val\hf_vn_plates_segment_000173.png,val,2,val,False,keep
