image,severity,code,box_index,detail
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\AQUA7_52456_checkin_2020-10-30-15-10KU769ubdPP_jpg.rf.f2134d87bd48e6326194f606bb0b3ef7.jpg,warning,small_box,0,box area 0.4151% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\AQUA7_71990_checkin_2020-11-1-10-59_RyT10JuPE_jpg.rf.4a762595fe72bbba1b369461fc9bde1f.jpg,error,invalid_box,0,"box extends past the image border: corners (0.386687, 0.544154) -> (1.000012, 0.735598)"
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo12_jpg.rf.01cdcd1e07d0fdfcc5f48a4327beafe5.jpg,warning,small_box,0,box area 0.3028% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo12_jpg.rf.86bc5a70f240fffabe7527d63b8ab5df.jpg,warning,small_box,0,box area 0.3028% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo12_jpg.rf.a91955726a521088d86e7d5761e9af94.jpg,warning,small_box,0,box area 0.2837% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo14_jpg.rf.4693b7a1d156346e04040abbfb64b837.jpg,warning,small_box,1,box area 0.3624% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo14_jpg.rf.5c876eec27e82734f7c1f22b356d2497.jpg,warning,small_box,1,box area 0.3415% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo14_jpg.rf.71d9c3178b6fd696965019a76216844b.jpg,warning,small_box,1,box area 0.2928% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo15_jpg.rf.071a2c9e9e3852a874964c62343dc1f9.jpg,warning,small_box,0,box area 0.4657% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo15_jpg.rf.497f2b8528f1f7dd3f9b240a39afb73d.jpg,warning,small_box,0,box area 0.4214% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo15_jpg.rf.9a19306c1a6f7a35cfbd775f321ac496.jpg,warning,small_box,0,box area 0.4714% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo2_jpg.rf.264c4781afb2dfe4199a4b15501dfb5c.jpg,warning,small_box,1,box area 0.2529% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo2_jpg.rf.d10a41dd4fdcedad8a9e77d14ccbbd3a.jpg,warning,small_box,1,box area 0.2140% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo2_jpg.rf.edd2c2229dc4ad90792155c71d6f5ffe.jpg,warning,small_box,1,box area 0.2493% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\biendo5_jpg.rf.50e733f775bbf7ed45629262f97d524d.jpg,warning,small_box,0,box area 0.4760% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0019_jpg.rf.4bf4dd469b3361ae4c9458ccb673c0e7.jpg,warning,small_box,0,box area 0.2908% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0019_jpg.rf.df14c1bd21d098315be0b0412988ccd1.jpg,warning,small_box,0,box area 0.2566% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0019_jpg.rf.ee362b19ee337a2bc36fc0fc63020172.jpg,warning,small_box,0,box area 0.2407% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0064_jpg.rf.9f086483b36b91d636661f8a6464e50c.jpg,warning,empty_label,,"Label file is empty, so this is a background image with no plates. That is valid, but a whole dataset of these means a conversion failed."
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0064_jpg.rf.c783807212e50dc69763bf7c07fc830f.jpg,warning,empty_label,,"Label file is empty, so this is a background image with no plates. That is valid, but a whole dataset of these means a conversion failed."
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0064_jpg.rf.e753bf141b2874467f08b58a4242554a.jpg,warning,empty_label,,"Label file is empty, so this is a background image with no plates. That is valid, but a whole dataset of these means a conversion failed."
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0069_jpg.rf.4dfd20d028b94bac1d1323e9dbc785b0.jpg,warning,empty_label,,"Label file is empty, so this is a background image with no plates. That is valid, but a whole dataset of these means a conversion failed."
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0069_jpg.rf.b1c5e5c6fccae4afbd1190fc6557b371.jpg,warning,empty_label,,"Label file is empty, so this is a background image with no plates. That is valid, but a whole dataset of these means a conversion failed."
D:\DATN\datasets\raw\roboflow_traffic_camera\train\images\image_0069_jpg.rf.b546e645797e5cdc7dfadbe82b6ea6c3.jpg,warning,empty_label,,"Label file is empty, so this is a background image with no plates. That is valid, but a whole dataset of these means a conversion failed."
