image_path,plate_text,line_count,char_count,is_valid_format,source_dataset,confidence_note
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza143_jpg.rf.30bf52ecea57d919ea1e6f996d4b59d7.jpg,K691C,1,5,False,roboflow_ocr_plate,only_5_characters;non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza144_jpg.rf.a5d89aa61391e9b671d88d008d8abce4.jpg,812T475,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza155_jpg.rf.f9407698cb076f836e0373a9c0e7c736.jpg,VU318AK,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza168_jpg.rf.5f3288601476036f46957cfd840b9e22.jpg,ZG9572,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza171_jpg.rf.f88b4a8bea4fd0f19127a060b0376a27.jpg,ZD125AM,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza17_jpg.rf.7586e0d9e9cc5332170c73fa1a293e32.jpg,ZG5715AK,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza186_jpg.rf.cce417b01ced6ae0dddd0047d8cdee6a.jpg,042K729,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza18_jpg.rf.2ca5ca23dc28e5298d1fe35f1381287e.jpg,ZG4269AC,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza195_jpg.rf.76ed29886f9ee7456bd18a169a6629a9.jpg,ZG6896ZG,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza19_jpg.rf.30dc834a2710edea315f95599c46d19b.jpg,MA398AG,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza200_jpg.rf.d703817883a8a3b1113018a64421c5e8.jpg,ZH698703,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza203_jpg.rf.1d417574540c555939161537a44fd17f.jpg,ZG4256A,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza225_jpg.rf.943cc3d1f82c0fb2bb54261d99fa90dd.jpg,ZG416PZ,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza236_jpg.rf.1fd12f4b4c12bcae6560b2fd61dab206.jpg,CK425AB,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza239_jpg.rf.487e4f2e2e13b224ab461cd3e4abfffe.jpg,ZG4309AG,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza242_jpg.rf.a6b719740740c6431df01873c27abf18.jpg,ZG8524AF,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza247_jpg.rf.ebbb5c3deee5743e573f4c98669c62d7.jpg,VZ539AP,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza249_jpg.rf.c7abc760c07fb814ee7a3354e98d25a6.jpg,LT731F,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza252_jpg.rf.7c8f98ddec055b0fd37c5d022aa56263.jpg,ZG624K,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza256_jpg.rf.3488a81d8815846c4e58d3a67f652534.jpg,G22SKD,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza266_jpg.rf.23f784469215df1230e18323092b4fc3.jpg,ZG3083,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza272_jpg.rf.3456d591fdde09f3c0e2e9901719e30a.jpg,ZG848KT,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza274_jpg.rf.95278d942fb37933d63025adf3a8965f.jpg,ZG354CU,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza279_jpg.rf.ceb78aef72600c93405e0e60e63da762.jpg,BK8559,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza280_jpg.rf.49cd4d6ea5865331471a4ace0258c2fd.jpg,ZG906S,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza284_jpg.rf.2d7125447ce88968119027f174c2db71.jpg,AASH938,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza287_jpg.rf.94becc77eacf8028e3748825382f393c.jpg,M660P,1,5,False,roboflow_ocr_plate,only_5_characters;non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza288_jpg.rf.a033b77bae8a0c8555677df50cf00b43.jpg,ZG4499AD,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza290_jpg.rf.048aec6e3068539c60118818ba129011.jpg,ZG518S,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza292_jpg.rf.1c338448e42fd02fd6ecb6e3ea12ab74.jpg,ZG8557AA,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza303_jpg.rf.d84713a1ecfcd778c0846374b7d906bb.jpg,ZG880TV,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza310_jpg.rf.3740be3c84b27585c776736135c421dd.jpg,ZG9707K,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza317_jpg.rf.5441a0d7662271f1dfb69dc4a157f55e.jpg,NUEC860,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza318_jpg.rf.40b514c84c168fd1ab3d642caed83929.jpg,317939,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza320_jpg.rf.0b6942fc6507655fd8b07c0fb0f940ae.jpg,ZG687NL,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza323_jpg.rf.c3fd1fe4399cb2d3288e329cd674b791.jpg,LV544S,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza336_jpg.rf.3ee6ec53a9c7205f7c551058d8484618.jpg,ZG727L,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza357_jpg.rf.45a4a8a9a00a5554c93abbf78b34ab30.jpg,ZG4040,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza378_jpg.rf.9bdd3b21b73594fc689379bf0b365867.jpg,ZG862NS,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza389_jpg.rf.06ca80fa5bf7bfd31deab8d1f3d1d21b.jpg,DU871CB,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza396_jpg.rf.773a05066f28c33fa16d725c172a6612.jpg,ZG969LN,2,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza405_jpg.rf.4a167f26fe3c094ac1360c3ffb7a3ea9.jpg,LN608AC,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza407_jpg.rf.1f3beba0ac002695221af526bbc5c97e.jpg,ZG6983AG,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza40_jpg.rf.6b16e6b818a7ade6ef0191711d652e45.jpg,PU742HV,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza450_jpg.rf.5bb42882ac36dbbc522b55cdd836bb8f.jpg,ZG636TT,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza455_jpg.rf.dc75f113ffa0c6cee7454a78226147e0.jpg,S334BM,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza473_jpg.rf.b38f21c4b44f2d4b8340932d77d83edf.jpg,ZG19FH,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza478_jpg.rf.a2ebb365a7d8f5dafd692648239e842e.jpg,ZG568TM,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza490_jpg.rf.f38593f1c4d71dbed88d7cd85ba93c95.jpg,ZG495Z,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2PlateBaza498_jpg.rf.6b6064f60909d1934622b7cae1cbb371.jpg,DU166BF,2,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1117_jpg.rf.cee7c374c469ad59252a601f4a791e6b.jpg,599153310,2,9,False,roboflow_ocr_plate,no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1387_jpg.rf.fa0180e59b1d9189b5108198cb7ea426.jpg,5439587,2,7,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1563_jpg.rf.302b0af9a30377a383777dca3877662d.jpg,5132161,2,7,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1778_jpg.rf.589e791e03525fd5c58d34860b7fd0c6.jpg,5S235205,2,8,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1800_jpg.rf.902158576c094318f0a7159a4aef0354.jpg,5H187515,2,8,False,roboflow_ocr_plate,no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1857_jpg.rf.1d288e2bb6a6c8944eda558e58107614.jpg,590211894,2,9,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1895_jpg.rf.9f135b8d3b3e48d38d2cc3e488c34657.jpg,608816455,2,9,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay1929_jpg.rf.10c66ac4fdb06301e01d98909cdb940b.jpg,59FFF67FF,2,9,False,roboflow_ocr_plate,no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay2135_jpg.rf.753f5301283adf24db678e5af916a666.jpg,5390844,2,7,False,roboflow_ocr_plate,no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay2222_jpg.rf.67662bed28eec1b82e3c974f7b135999.jpg,5447039,2,7,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay2333_jpg.rf.67b25474f319b4e5e6813ce63f24becc.jpg,5350201,2,7,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay2342_jpg.rf.5037adf8b02ea392e105c9f908d7be03.jpg,868621890,2,9,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay437_jpg.rf.4fc64de1ef6cf8d363ca6e16720ae92e.jpg,71217757,2,8,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/2xemay690_jpg.rf.17778f752711e64ed44b52f28595235d.jpg,59113099,2,8,False,roboflow_ocr_plate,valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3CarLongPlate335_jpg.rf.9431a659259fa5fb7965ccc2b2dd3a8b.jpg,0209,1,4,False,roboflow_ocr_plate,only_4_characters;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3CarLongPlate489_jpg.rf.e4b719cb052344b21186179686c2e4b9.jpg,1F59011,1,7,False,roboflow_ocr_plate,no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza0_jpg.rf.f40f164687f60138e7d6c4aa3f75f6be.jpg,171NVX75,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza105_jpg.rf.7d64cb140eb6ee93b56d4fc20388f614.jpg,032A163,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza112_jpg.rf.25219927cfe6901f8434ae428893f9e5.jpg,982F,1,4,False,roboflow_ocr_plate,only_4_characters;non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza123_jpg.rf.d8caca3106f5bf37c9ff22f106f4c60c.jpg,HH850,1,5,False,roboflow_ocr_plate,only_5_characters;non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza124_jpg.rf.4ff478fe609e98dcdac34fc9d9f5db39.jpg,AHCK190,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza125_jpg.rf.b2b384dd2a0b264a27c4172981acea20.jpg,BE742,1,5,False,roboflow_ocr_plate,only_5_characters;non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza130_jpg.rf.f17557bedd573fc39674df621dfef9e9.jpg,CK311B,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza131_jpg.rf.859a7dc53a9614a454965c709a17de69.jpg,CK237V,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza140_jpg.rf.146ea0e8966f737ede9dd5947acfc290.jpg,ZG4898AC,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza141_jpg.rf.5b7a6f130c147d5cab442a52343880b7.jpg,ZG3833AK,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza149_jpg.rf.9dfa4f31ee62ccca596c6aec5d146548.jpg,883FV,1,5,False,roboflow_ocr_plate,only_5_characters;non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza164_jpg.rf.88f1fc1c90269aaafd6c6312dcd9f78a.jpg,B749G,1,5,False,roboflow_ocr_plate,only_5_characters;non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza170_jpg.rf.5519e3ca707f0a61b3ac5a2b27bd934c.jpg,ZG1036AG,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza176_jpg.rf.8a18e8f3529bc98842bcaa53a6a89d47.jpg,513636,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza181_jpg.rf.16b3c0bcfa4d93a5458b4b52bf414a96.jpg,ZG1665AE,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza182_jpg.rf.e6c6a1d078f677f0e8f880752f9c6f36.jpg,ZG371AK,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza185_jpg.rf.eeb9d6a3d805a657efd963b97d74ced4.jpg,ZG956Z,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza194_jpg.rf.8566fdfb4477eb53989b0ae441464c5b.jpg,ZG483ZM,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza206_jpg.rf.85cbbc052e8cfde631155991e927327d.jpg,ZG8135N,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza208_jpg.rf.0e4aabc93dd4845fda8d1f65361a2b45.jpg,ZG511SF,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza209_jpg.rf.d8cf82547892bfaa2308edea429107ec.jpg,VU767C,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza211_jpg.rf.ebd61569e8d1d7802d2cc50904de5118.jpg,HDL798,1,6,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza218_jpg.rf.6603e1df854ce8c245262855a7266ce7.jpg,ZG660UU,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza224_jpg.rf.a0a01a58a95282a1da2258a04039372d.jpg,ZG2273E,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza228_jpg.rf.5078e326670568c60e3446752a961ed4.jpg,ZG7761M,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza234_jpg.rf.6d3dd8370a35fc997c10fbb908d346ea.jpg,ZG2808AA,1,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/3PlateBaza237_jpg.rf.d9c7ad00716eacc345e2737a73b12866.jpg,FGH1662,1,7,False,roboflow_ocr_plate,non_vietnamese_source_image;no_matching_plate_pattern
