image_path,plate_text,line_count,plate_color,source_dataset,split
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc554_86F00325_05-02-2024_07-37-09_640_jpg.rf.d7313f0c0fb3dc720fc52c7783160a31.jpg,86F00325,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc554_86F00327_28-01-2024_13-17-43_640_jpg.rf.78a3c98b8cf63d0af05f473f7d00c97a.jpg,86F00327,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc554_86F00400_04-02-2024_13-47-08_640_jpg.rf.eecfb16ff0be373a4d2c2f1212ed511a.jpg,86F00400,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc554_86H01412_05-02-2024_07-34-22_640_jpg.rf.ef6db5dc4a557c0a4d174ac43c2119b4.jpg,86H01412,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc554_89C21757_04-02-2024_11-28-03_640_jpg.rf.b707003bb307c768efc5bd7b1731266e.jpg,89C21757,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_17H00907_04-02-2024_15-14-10_640_jpg.rf.d25a06095590164eff98a9ae48b62c5e.jpg,17H00907,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_18G00145_05-02-2024_13-11-30_640_jpg.rf.f450fd2870f14ded25379ac6944799d9.jpg,18G00145,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_19F00412_28-01-2024_14-59-21_640_jpg.rf.16c8bc6432e14ad6b1d10e2aef35c97d.jpg,19F00412,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_20B02518_05-02-2024_11-44-01_640_jpg.rf.aed45cebc93f5df8435cf31cab8aa1f4.jpg,20B02518,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_29B15832_05-02-2024_13-09-06_640_jpg.rf.e33136f68ddf2fa82600758ffb0e0c7c.jpg,29B15832,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_36B02955_28-01-2024_12-40-09_640_jpg.rf.848d8ef4de2f829e1374dfd30abdb56a.jpg,36B02955,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_43B05136_04-02-2024_15-54-50_640_jpg.rf.3a5e408c160152dfabace1fba2dfb70d.jpg,43B05136,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_43E02831_04-02-2024_16-34-01_640_jpg.rf.f13a54e61f0c6b0bc48b22c72ddd7d5d.jpg,43E02831,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50F01638_29-01-2024_13-48-25_640_jpg.rf.349da1635e93fc03654d2c8e01aad594.jpg,50F01638,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50F02971_28-01-2024_16-23-58_640_jpg.rf.6563b2f752edf1126fbfb2e053b493c2.jpg,50F02971,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50F03659_05-02-2024_12-49-34_640_jpg.rf.c6e6a473c5a347c531c0e49757137ea2.jpg,50F03659,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50F04299_04-02-2024_15-55-15_640_jpg.rf.f508be7c4eb051b6f37dbf52fb30eee1.jpg,50F04299,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50F05151_05-02-2024_14-48-03_640_jpg.rf.ab5b5ee1295ccd6a88fd21adaa38d7d6.jpg,50F05151,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50H00189_04-02-2024_16-41-20_640_jpg.rf.9f1a01fc196ea0db8127c182cea60f79.jpg,50H00189,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50H02574_04-02-2024_12-51-48_640_jpg.rf.b17ab53c1e0bcc85ec4c588a99634886.jpg,50H02574,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50H19575_04-02-2024_16-16-18_640_jpg.rf.4e8d366bb1f8f667475cf2c069238673.jpg,50H19575,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50H30753_05-02-2024_08-00-36_640_jpg.rf.579bd2d153e3337d24db9e36ce1671fc.jpg,50H30753,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_50H355131_05-02-2024_12-20-02_640_jpg.rf.a5ab7ffb262d7e97512c1f727d1c6e72.jpg,50H355131,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51B07626_05-02-2024_12-17-39_640_jpg.rf.694679efb10c1f1e14478873c7bed08d.jpg,51B07626,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51B08284_04-02-2024_15-25-48_640_jpg.rf.a86d581b40064388e86b90fd1badd865.jpg,51B08284,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51B26975_05-02-2024_09-14-12_640_jpg.rf.106a49462140630e76effb4a14f472d6.jpg,51B26975,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51B28656_05-02-2024_12-47-33_640_jpg.rf.d6aebb07a7fd261f02c94358153ba4e9.jpg,51B28656,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51B28809_05-02-2024_13-55-09_640_jpg.rf.84dcf6d70b5196b33b8d899c166e5fe2.jpg,51B28809,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51B40378_29-01-2024_13-39-44_640_jpg.rf.0b6c658f9f4cec86d2053b17722f2b48.jpg,51B40378,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51C96388_04-02-2024_10-09-30_640_jpg.rf.3f0694fae816428c8b98983995c38614.jpg,51C96388,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51D42419_04-02-2024_16-50-45_640_jpg.rf.bcddf09eab00f3ec0711705bb68b06f2.jpg,51D42419,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_51D65878_04-02-2024_11-05-11_640_jpg.rf.53b6c29c2573945879082dc1ea8d3fde.jpg,51D65878,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_61H09066_04-02-2024_07-49-20_640_jpg.rf.2575106cb04f0fc229ae243f6334fb9d.jpg,61H09066,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_63H03207_04-02-2024_17-48-48_640_jpg.rf.0ceb09d2d910ef4216c7f1ac0a76c031.jpg,63H03207,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_64H02256_04-02-2024_12-40-58_640_jpg.rf.e22aa9c2c1edff3ab4abdb86d5a8e7d1.jpg,64H02256,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_69C01000_04-02-2024_09-40-41_640_jpg.rf.87b6232d857a84d4917eff27c0e15379.jpg,69C01000,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_71C03308_04-02-2024_14-07-36_640_jpg.rf.d7f520ab18309f53596fd1b60a0a83c0.jpg,71C03308,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_71F00195_04-02-2024_15-28-36_640_jpg.rf.f722f827f2e98739a354ee1ebf7006ba.jpg,71F00195,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_73F00363_28-01-2024_10-44-28_640_jpg.rf.d1b58d4413680493cb531c2b1716884e.jpg,73F00363,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_73H00197_04-02-2024_15-24-51_640_jpg.rf.648f1e346680a27bd8e126a03fb0fca7.jpg,73H00197,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_74F00499_28-01-2024_11-37-57_640_jpg.rf.d223e6989392fc58064434c6cebde2b6.jpg,74F00499,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_76B00667_04-02-2024_17-20-10_640_jpg.rf.acb577fc25a7613ab327ca252b1f9709.jpg,76B00667,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_76B01214_05-02-2024_14-05-17_640_jpg.rf.f68dafdbb112b89004974bb5c7b73d16.jpg,76B01214,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_76B01228_04-02-2024_15-50-37_640_jpg.rf.9296c0742ea1440436638fa177359831.jpg,76B01228,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_76B01322_05-02-2024_13-11-32_640_jpg.rf.28e6f3b3c21fe458200ad4e620cac04b.jpg,76B01322,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_76C14031_05-02-2024_09-33-12_640_jpg.rf.0d5e747a9bcafc0cc4b308914222b3f4.jpg,76C14031,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_77F00103_05-02-2024_10-42-49_640_jpg.rf.bbe06929f2be45bcf1bdcb5410deee5f.jpg,77F00103,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_77F00441_05-02-2024_14-05-32_640_jpg.rf.4f3e0ac6a3c05a09fb768fea15a2624e.jpg,77F00441,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_77H05089_05-02-2024_14-05-20_640_jpg.rf.22a0083c89fec5262561898ae59a3154.jpg,77H05089,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_78B00494_05-02-2024_12-29-51_640_jpg.rf.a177a81572ce6bf2bcd77e23ac66c1f2.jpg,78B00494,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_78C09010_04-02-2024_16-50-26_640_jpg.rf.6d1b7ae25ce0c3a50c39df288a05336f.jpg,78C09010,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_79C16580_05-02-2024_09-14-50_640_jpg.rf.5df29d076c9bbdab91fe6bdfaf61d1e6.jpg,79C16580,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_79F00575_04-02-2024_17-07-03_640_jpg.rf.d2667fbea93cd836ab4273ecb7e5cd27.jpg,79F00575,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_85B00219_04-02-2024_15-55-57_640_jpg.rf.da7da9c56dd1fa68ee1ed4003d931fee.jpg,85B00219,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_85B00423_05-02-2024_13-28-42_640_jpg.rf.2ae65575939a4f3ae8a612587648a1db.jpg,85B00423,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_85B00423_29-01-2024_13-51-33_640_jpg.rf.b11344f604dd331768c049af256e06e9.jpg,85B00423,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_85C02342_04-02-2024_17-52-56_640_jpg.rf.ba39819090571649fa6437fb6011daab.jpg,85C02342,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_85C05356_04-02-2024_17-30-41_640_jpg.rf.e687486b01cc27fb8ed27202b495dea9.jpg,85C05356,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_85F00313_04-02-2024_16-36-52_640_jpg.rf.1a1abf793445dc99b13ad1c12c1afc26.jpg,85F00313,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_85F00333_05-02-2024_12-30-45_640_jpg.rf.c61110fda8644fbfd234ed0b06e7bbc8.jpg,85F00333,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86A00063_29-01-2024_14-17-44_640_jpg.rf.d75c90cf9f612cc17191183baba1d50e.jpg,86A00063,1,blue,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86A00245_29-01-2024_15-49-52_640_jpg.rf.9cead470310db151561ffcdb1df53c16.jpg,86A00245,1,blue,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86B11274_04-02-2024_16-53-47_640_jpg.rf.f124acb976b1a95744464d437573c014.jpg,86B11274,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86C02456_05-02-2024_09-13-34_640_jpg.rf.3da9ce8642b2fdda0b1831c040cdfdc4.jpg,86C02456,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86C05548_04-02-2024_13-11-03_640_jpg.rf.4899dd2240f4ab479eb1e43e2739f1b7.jpg,86C05548,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86C08873_05-02-2024_13-39-30_640_jpg.rf.8a40391c0326d7fc9c3a0735759a619c.jpg,86C08873,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86C11762_04-02-2024_10-04-44_640_jpg.rf.a195d72f7532abf1e398e0bd84e7d86b.jpg,86C11762,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86F00402_05-02-2024_07-05-29_640_jpg.rf.f01eeb2f56ce3849a93e4adca0419554.jpg,86F00402,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_86H01041_05-02-2024_09-50-07_640_jpg.rf.9c555d530d5018c202c5c4f54ab6b76d.jpg,86H01041,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_caunamprc555_89F00251_04-02-2024_09-52-20_640_jpg.rf.039077a4002a032f56ed4d0898ec3c85.jpg,89F00251,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_17H00006_04-02-2024_14-01-30_640_jpg.rf.5dac3413ca14a9b413ceb2b838729376.jpg,17H00006,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_18H01530_05-02-2024_08-50-35_640_jpg.rf.d1041fe703937eb769d1e476688f0cf1.jpg,18H01530,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_36H04394_04-02-2024_16-33-42_640_jpg.rf.d192984372ebd2fd89e5eeafbd5f4f01.jpg,36H04394,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_37B02508_28-01-2024_09-55-45_640_jpg.rf.5b2f1ae4ec0dba223816c02a17904fb8.jpg,37B02508,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_43C07172_05-02-2024_11-20-56_640_jpg.rf.0196a685d7e2dc989d087fb476b0bb58.jpg,43C07172,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50F01627_05-02-2024_10-13-37_640_jpg.rf.236c0333ac3d4542ccccb1125548bc10.jpg,50F01627,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50F03907_05-02-2024_12-12-31_640_jpg.rf.97ba92b5fa2e53ead9d3bce770b9cc4a.jpg,50F03907,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50F04545_05-02-2024_08-37-36_640_jpg.rf.b5a5212d68190b2c83b934a05ca6c5fe.jpg,50F04545,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50F05177_05-02-2024_10-46-45_640_jpg.rf.4130bcf7f00134e6bec6f42527ae8fb9.jpg,50F05177,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50H00866_05-02-2024_08-57-19_640_jpg.rf.ea93cd86fa3f24dc4b9b09e8323f4db2.jpg,50H00866,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50H02788_04-02-2024_12-52-43_640_jpg.rf.b55d060286b9dd268a1abe7078939e0d.jpg,50H02788,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50H06260_04-02-2024_09-17-56_640_jpg.rf.a480ed8af081e68123144e4b8da0fd99.jpg,50H06260,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50H13596_05-02-2024_12-12-48_640_jpg.rf.92f484562942c7eeff865d3949072780.jpg,50H13596,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50H14017_04-02-2024_09-37-48_640_jpg.rf.16be3af69bb82368b310f45cca28d7a0.jpg,50H14017,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_50H16923_04-02-2024_14-43-43_640_jpg.rf.9978e2be79ff1b51e07c33e9df072d71.jpg,50H16923,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_51B14403_04-02-2024_15-39-58_640_jpg.rf.fef40a613f027f55dd6890a79a71d751.jpg,51B14403,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_51B19797_05-02-2024_13-22-16_640_jpg.rf.381c37d59faec21135fa0f123625f726.jpg,51B19797,1,yellow,roboflow_plate_color,train
D:/DATN/datasets/raw/roboflow_plate_color/train/images/crop_garagecuong554_51B40147_04-02-2024_15-24-41_640_jpg.rf.d3f8c0fb7c18c54e9d961fdd2a9bda79.jpg,51B40147,1,yellow,roboflow_plate_color,train
