image_a,dataset_a,image_b,dataset_b,hamming_distance,is_exact_match,is_cross_dataset
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000172.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003612.png,hf_vn_plates_segment,0,True,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000173.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003613.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000175.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000343.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000175.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003546.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000177.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003547.png,hf_vn_plates_segment,0,True,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000193.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000206.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000195.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000290.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000199.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000358.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000218.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000670.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000224.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000390.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000232.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000688.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000244.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000573.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000247.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003467.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000247.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003555.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000251.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000369.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000256.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000598.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000256.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_000322.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000256.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_006277.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000256.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_001160.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000256.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_002017.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000256.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_tran_ngoc_xuan_tin_000019.jpg,roboflow_tran_ngoc_xuan_tin,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000259.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003467.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000264.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000596.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000275.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000276.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000275.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000309.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000276.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000309.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000276.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_001963.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000276.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_002812.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000280.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003679.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000294.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_006318.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000294.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_007029.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000300.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000696.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000307.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000625.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000312.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003446.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000318.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003578.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000327.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003679.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000332.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_006950.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000332.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_007523.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000342.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003485.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000343.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000497.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000345.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000454.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000346.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003453.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000350.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000427.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000357.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000514.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000358.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000666.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000363.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000688.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000367.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000680.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000367.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003458.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000370.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003650.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000372.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000467.png,hf_vn_plates_segment,0,True,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000372.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003602.png,hf_vn_plates_segment,0,True,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000380.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000599.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000384.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000677.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000404.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_006035.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000404.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_001475.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000410.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000700.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000410.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003463.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000419.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_002185.jpg,roboflow_cuong_ta,2,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000419.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_003093.jpg,roboflow_school_fuhih,2,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000419.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_003094.jpg,roboflow_school_fuhih,2,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000435.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003470.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000436.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003595.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000440.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003686.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000442.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000589.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000442.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000728.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000442.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000729.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000442.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003648.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000467.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003602.png,hf_vn_plates_segment,0,True,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000472.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003464.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000491.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003630.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000519.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000551.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000523.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000543.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000532.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000665.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000532.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003623.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000548.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000687.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000566.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003539.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000577.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000725.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000582.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000722.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000587.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000588.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000589.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003648.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000592.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003683.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000638.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003478.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000659.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003549.png,hf_vn_plates_segment,2,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000683.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003454.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000685.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003505.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000707.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_005965.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000707.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_001289.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000722.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003644.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001113.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_004068.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001113.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_004943.jpg,roboflow_school_fuhih,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001148.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_002172.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001161.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003875.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001161.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003895.png,hf_vn_plates_segment,4,False,False
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001166.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_004266.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001166.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_cuong_ta_005231.jpg,roboflow_cuong_ta,4,False,True
D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_001166.png,hf_vn_plates_segment,D:\DATN\datasets\processed\merged_v2\images\roboflow_school_fuhih_005144.jpg,roboflow_school_fuhih,4,False,True
