image_a,dataset_a,image_b,dataset_b,hamming_distance,is_exact_match,is_cross_dataset
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000094.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003434.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000114.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_000071.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000118.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000288.png,test,8,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000131.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000250.png,test,8,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000131.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000428.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000144.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000239.png,test,10,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000144.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000411.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000162.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000423.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000173.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003449.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000178.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_001123.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000178.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_002743.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000178.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000024.png,val,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000178.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000056.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000178.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000466.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000178.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\roboflow_school_fuhih_000126.jpg,val,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000185.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_003631.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000194.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000683.png,test,10,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000194.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000006.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000194.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000375.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000194.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\roboflow_school_fuhih_002583.jpg,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000197.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000334.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000197.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000672.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000197.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_002806.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000197.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000675.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000216.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000227.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000216.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000230.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000216.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000681.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000216.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003562.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000216.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003619.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000216.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000377.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000239.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000411.png,val,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000255.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000119.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000255.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000271.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000255.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003479.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000261.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003508.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000261.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003573.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000261.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003684.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000261.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_002786.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000261.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000567.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000272.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000424.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000272.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_000050.jpg,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000272.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_000219.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000272.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_003137.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000272.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_003263.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000272.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\roboflow_school_fuhih_000179.jpg,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000281.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_002611.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000281.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_003217.jpg,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000288.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000043.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000289.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000656.png,test,6,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000289.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000073.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000289.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000657.png,val,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000293.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000403.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000301.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000615.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000301.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_001345.jpg,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000301.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_002925.jpg,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000301.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000143.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000308.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000260.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000308.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000715.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000308.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000567.png,val,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000328.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000298.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000328.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000330.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000331.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000302.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000331.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000704.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000331.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_002795.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_003678.png,test,10,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000121.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000122.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000238.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000571.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003575.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_001473.jpg,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000339.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\roboflow_school_fuhih_000139.jpg,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000340.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000049.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000417.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000140.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000417.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003646.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000417.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_000419.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000457.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000037.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000457.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000445.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000464.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000266.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000464.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003433.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000464.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003480.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000464.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003538.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000464.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_000067.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000464.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_001175.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000464.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_001538.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000469.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000000.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000473.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_002952.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000473.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000448.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000494.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000211.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000494.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000547.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000495.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_003461.png,test,8,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000495.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000224.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000495.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_003175.jpg,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000495.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000171.png,val,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000496.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_003499.png,test,10,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000496.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000062.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000496.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000086.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000496.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_003337.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000496.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_003495.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000522.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000088.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000533.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000082.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000533.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000211.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000533.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000270.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000533.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000517.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000533.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\roboflow_school_fuhih_000126.jpg,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000537.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000529.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\test\roboflow_school_fuhih_007229.jpg,test,8,False,False
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000124.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000141.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000373.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000611.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003611.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_001315.jpg,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\roboflow_school_fuhih_007228.jpg,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000565.png,val,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000577.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000726.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000603.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000585.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000603.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000617.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000637.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_003666.png,val,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000656.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000657.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000667.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003434.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000667.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000212.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000683.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003437.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000686.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000269.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000686.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_003504.png,val,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000698.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_000119.png,train,8,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000698.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003479.png,train,10,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000698.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003522.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000698.png,test,D:\DATN\datasets\processed\yolo_v2\images\train\hf_vn_plates_segment_003594.png,train,6,False,True
D:\DATN\datasets\processed\yolo_v2\images\test\hf_vn_plates_segment_000698.png,test,D:\DATN\datasets\processed\yolo_v2\images\val\hf_vn_plates_segment_000303.png,val,10,False,True
